,ipaddress,assignment_id,experiment_id,visibility,hit_id,worker_id,NumAns,TimeStarted,AnswerChosen,AnswerOrder,end_time,status,QNum,survey_code,Score,TimeInArray_0,TimeOutArray_0,TimeInArray_1,TimeOutArray_1,TimeInArray_2,TimeOutArray_2,TimeInArray_3,TimeOutArray_3,TimeInArray_4,TimeOurArray_4,TimeInArray_5,TimeOutArray_5,TimeInArray_6,TimeOutArray_6,TimeInArray_7,TimeOutArray_7,survey_codes,TimeInArray8,TimeOutArray8,TimeOutArray4,TimeOutArray_4,RandQ,Guess,GuessAnswers,
,,12310,,,,,,,,,,,,1459569,,1549395093626,,,,,,,,,,,,,,,,,,,,,,,,
,,12311,,,,,,,,,,,,1459569,,,1549395093446,,,,,,,,,,,,,,,,,,,,,,,
,,12312,,,,,,,,,,,,1459569,,,1549395094009,,,,,,,,,,,,,,,,,,,,,,,
,,12313,,,,,2,20190205193138,1,2,,,6,1459569,0,,,,,,,,,,,,,,,,,,,,,,6,801,0,
,,12314,,,,,,,,,,,,1459569,,,,1549395094076,,,,,,,,,,,,,,,,,,,,,,
,,12315,,,,,,,,,,,,1459569,,,,,1549395094092,,,,,,,,,,,,,,,,,,,,,
,,12316,,,,,2,20190205193142,2,2,,,7,1459569,0,,,,,,,,,,,,,,,,,,,,,,7,83,0,
,,12317,,,,,,,,,,,,1459569,,1549395098624,,,,,,,,,,,,,,,,,,,,,,,,
,,12318,,,,,,,,,,,,1459569,,1549395099542,,,,,,,,,,,,,,,,,,,,,,,,
,,12319,,,,,,,,,,,,1459569,,,1549395098643,,,,,,,,,,,,,,,,,,,,,,,
,,12320,,,,,,,,,,,,1459569,,,1549395099575,,,,,,,,,,,,,,,,,,,,,,,
,,12321,,,,,2,20190205193142,2,1,,,7,1459569,0,,,,,,,,,,,,,,,,,,,,,,7,138,0,
,,12322,,,,,,,,,,,,1459569,,,,1549395099142,,,,,,,,,,,,,,,,,,,,,,
,,12323,,,,,,,,,,,,1459569,,,,,1549395099459,,,,,,,,,,,,,,,,,,,,,
,,12324,,,,,2,20190205193148,1,2,,,8,1459569,0,,,,,,,,,,,,,,,,,,,,,,3,3.2,0,
,,12325,,,,,,,,,,,,1459569,,1549395102358,,,,,,,,,,,,,,,,,,,,,,,,
,,12326,,,,,,,,,,,,1459569,,,1549395102842,,,,,,,,,,,,,,,,,,,,,,,
,,12327,,,,,2,20190205193148,1,1,,,8,1459569,0,,,,,,,,,,,,,,,,,,,,,,3,4.6,0,
,,12328,,,,,2,20190205193151,2,2,,,9,1459569,0,,,,,,,,,,,,,,,,,,,,,,1,1.9,0,
,,12329,,,,,,,,,,,,1459569,,1549395106774,,,,,,,,,,,,,,,,,,,,,,,,
,,12330,,,,,,,,,,,,1459569,,1549395109391,,,,,,,,,,,,,,,,,,,,,,,,
,,12331,,,,,,,,,,,,1459569,,,1549395106808,,,,,,,,,,,,,,,,,,,,,,,
,,12332,,,,,,,,,,,,1459569,,,1549395109409,,,,,,,,,,,,,,,,,,,,,,,
,,12333,,,,,2,20190205193151,2,1,,,9,1459569,0,,,,,,,,,,,,,,,,,,,,,,1,6.3,0,
,,12334,,,,,,,,,,,,1459569,,,,1549395106908,,,,,,,,,,,,,,,,,,,,,,
,,12335,,,,,,,,,,,,1459569,,,,1549395107047,,,,,,,,,,,,,,,,,,,,,,
,,12336,,,,,,,,,,,,1459569,,,,1549395107691,,,,,,,,,,,,,,,,,,,,,,
,,12337,,,,,,,,,,,,1459569,,,,,1549395107036,,,,,,,,,,,,,,,,,,,,,
,,12338,,,,,,,,,,,,1459569,,,,,1549395107108,,,,,,,,,,,,,,,,,,,,,
,,12339,,,,,,,,,,,,1459569,,,,,1549395109342,,,,,,,,,,,,,,,,,,,,,
,,12340,,,,,2,20190205193158,1,1,,,10,1459569,0,,,,,,,,,,,,,,,,,,,,,,2,2.8,0,
,,12341,,,,,,,,,,,,1459569,,1549395113342,,,,,,,,,,,,,,,,,,,,,,,,
,,12342,,,,,,,,,,,,1459569,,,1549395113692,,,,,,,,,,,,,,,,,,,,,,,
,,12343,,,,,2,20190205193158,1,2,,,10,1459569,0,,,,,,,,,,,,,,,,,,,,,,2,2.8,0,
,,12344,,,,,,,,,,,,1459569,,,,1549395113124,,,,,,,,,,,,,,,,,,,,,,
,,12345,,,,,,,,,,,,1459569,,,,1549395113741,,,,,,,,,,,,,,,,,,,,,,
,,12346,,,,,,,,,,,,1459569,,,,,1549395113158,,,,,,,,,,,,,,,,,,,,,
,,12347,,,,,,,,,,,,1459569,,,,,1549395113758,,,,,,,,,,,,,,,,,,,,,
,,12348,,,,,,,,,20190205193202,submitted,,1459569,,,,,,,,,,,,,,,,,,,,,,,,,,
,71.93.100.141,12349,,random,,,,,,,,,,6477266,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12350,,random,,,,,,,,,,6477266,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12351,,,,,2,20190205193034,1,1,,,1,6477266,0,,,,,,,,,,,,,,,,,,,,,,1,4.2,0,
,,12352,,,,,,,,,,,,6477266,,1549395036145,,,,,,,,,,,,,,,,,,,,,,,,
,,12353,,,,,,,,,,,,6477266,,1549395039753,,,,,,,,,,,,,,,,,,,,,,,,
,,12354,,,,,,,,,,,,6477266,,,1549395036547,,,,,,,,,,,,,,,,,,,,,,,
,,12355,,,,,,,,,,,,6477266,,,1549395042794,,,,,,,,,,,,,,,,,,,,,,,
,,12356,,,,,2,20190205193034,1,2,,,1,6477266,0,,,,,,,,,,,,,,,,,,,,,,1,5.2,0,
,,12357,,,,,,,,,,,,6477266,,,,1549395038603,,,,,,,,,,,,,,,,,,,,,,
,,12358,,,,,,,,,,,,6477266,,,,1549395042842,,,,,,,,,,,,,,,,,,,,,,
,,12359,,,,,,,,,,,,6477266,,,,,1549395039011,,,,,,,,,,,,,,,,,,,,,
,,12360,,,,,,,,,,,,6477266,,,,,1549395042856,,,,,,,,,,,,,,,,,,,,,
,,12361,,,,,2,20190205193043,1,2,,,2,6477266,0,,,,,,,,,,,,,,,,,,,,,,3,6,0,
,,12362,,,,,,,,,,,,6477266,,1549395045095,,,,,,,,,,,,,,,,,,,,,,,,
,,12363,,,,,,,,,,,,6477266,,1549395051224,,,,,,,,,,,,,,,,,,,,,,,,
,,12364,,,,,,,,,,,,6477266,,,1549395045158,,,,,,,,,,,,,,,,,,,,,,,
,,12365,,,,,,,,,,,,6477266,,,1549395051729,,,,,,,,,,,,,,,,,,,,,,,
,,12366,,,,,2,20190205193043,1,1,,,2,6477266,0,,,,,,,,,,,,,,,,,,,,,,3,1.9,0,
,,12367,,,,,,,,,,,,6477266,,,,1549395050106,,,,,,,,,,,,,,,,,,,,,,
,,12368,,,,,,,,,,,,6477266,,,,,1549395051002,,,,,,,,,,,,,,,,,,,,,
,,12369,,,,,2,20190205193053,1,1,,,3,6477266,0,,,,,,,,,,,,,,,,,,,,,,2,5.9,0,
,,12370,,,,,,,,,,,,6477266,,1549395058993,,,,,,,,,,,,,,,,,,,,,,,,
,,12371,,,,,,,,,,,,6477266,,,1549395059663,,,,,,,,,,,,,,,,,,,,,,,
,,12372,,,,,2,20190205193053,1,2,,,3,6477266,0,,,,,,,,,,,,,,,,,,,,,,2,3.9,0,
,,12373,,,,,,,,,,,,6477266,,,,1549395054357,,,,,,,,,,,,,,,,,,,,,,
,,12374,,,,,,,,,,,,6477266,,,,1549395056746,,,,,,,,,,,,,,,,,,,,,,
,,12375,,,,,,,,,,,,6477266,,,,1549395059712,,,,,,,,,,,,,,,,,,,,,,
,,12376,,,,,,,,,,,,6477266,,,,,1549395054863,,,,,,,,,,,,,,,,,,,,,
,,12377,,,,,,,,,,,,6477266,,,,,1549395058820,,,,,,,,,,,,,,,,,,,,,
,,12378,,,,,,,,,,,,6477266,,,,,1549395059726,,,,,,,,,,,,,,,,,,,,,
,,12379,,,,,2,20190205193100,1,2,,,4,6477266,0,,,,,,,,,,,,,,,,,,,,,,10,104,0,
,,12380,,,,,,,,,,,,6477266,,1549395061444,,,,,,,,,,,,,,,,,,,,,,,,
,,12381,,,,,,,,,,,,6477266,,1549395065174,,,,,,,,,,,,,,,,,,,,,,,,
,,12382,,,,,,,,,,,,6477266,,,1549395061485,,,,,,,,,,,,,,,,,,,,,,,
,,12383,,,,,,,,,,,,6477266,,,1549395065942,,,,,,,,,,,,,,,,,,,,,,,
,,12384,,,,,2,20190205193100,1,1,,,4,6477266,0,,,,,,,,,,,,,,,,,,,,,,10,392,0,
,,12385,,,,,2,20190205193106,2,1,,,5,6477266,0,,,,,,,,,,,,,,,,,,,,,,8,98,0,
,,12386,,,,,,,,,,,,6477266,,1549395071397,,,,,,,,,,,,,,,,,,,,,,,,
,,12387,,,,,,,,,,,,6477266,,,1549395075901,,,,,,,,,,,,,,,,,,,,,,,
,,12388,,,,,2,20190205193106,2,2,,,5,6477266,0,,,,,,,,,,,,,,,,,,,,,,8,213,0,
,,12389,,,,,,,,,,,,6477266,,,,1549395067430,,,,,,,,,,,,,,,,,,,,,,
,,12390,,,,,,,,,,,,6477266,,,,1549395076339,,,,,,,,,,,,,,,,,,,,,,
,,12391,,,,,,,,,,,,6477266,,,,1549395087086,,,,,,,,,,,,,,,,,,,,,,
,,12392,,,,,,,,,,,,6477266,,,,,1549395067451,,,,,,,,,,,,,,,,,,,,,
,,12393,,,,,,,,,,,,6477266,,,,,1549395086673,,,,,,,,,,,,,,,,,,,,,
,,12394,,,,,,,,,,,,6477266,,,,,1549395087581,,,,,,,,,,,,,,,,,,,,,
,,12395,,,,,2,20190205193128,1,1,,,6,6477266,0,,,,,,,,,,,,,,,,,,,,,,6,554,0,
,,12396,,,,,,,,,,,,6477266,,1549395098306,,,,,,,,,,,,,,,,,,,,,,,,
,,12397,,,,,,,,,,,,6477266,,,1549395098525,,,,,,,,,,,,,,,,,,,,,,,
,,12398,,,,,2,20190205193128,1,2,,,6,6477266,0,,,,,,,,,,,,,,,,,,,,,,6,85,0,
,,12399,,,,,,,,,,,,6477266,,,,1549395098790,,,,,,,,,,,,,,,,,,,,,,
,,12400,,,,,,,,,,,,6477266,,,,,1549395098818,,,,,,,,,,,,,,,,,,,,,
,,12401,,,,,2,20190205193139,2,2,,,7,6477266,0,,,,,,,,,,,,,,,,,,,,,,5,27,0,
,,12402,,,,,,,,,,,,6477266,,1549395100201,,,,,,,,,,,,,,,,,,,,,,,,
,,12403,,,,,,,,,,,,6477266,,1549395111543,,,,,,,,,,,,,,,,,,,,,,,,
,,12404,,,,,,,,,,,,6477266,,,1549395100340,,,,,,,,,,,,,,,,,,,,,,,
,,12405,,,,,,,,,,,,6477266,,,1549395111563,,,,,,,,,,,,,,,,,,,,,,,
,,12406,,,,,2,20190205193139,2,1,,,7,6477266,0,,,,,,,,,,,,,,,,,,,,,,5,69,0,
,,12407,,,,,,,,,,,,6477266,,,,1549395110644,,,,,,,,,,,,,,,,,,,,,,
,,12408,,,,,,,,,,,,6477266,,,,,1549395111501,,,,,,,,,,,,,,,,,,,,,
,,12409,,,,,2,20190205193152,2,2,,,8,6477266,0,,,,,,,,,,,,,,,,,,,,,,4,2.6,0,
,,12410,,,,,,,,,,,,6477266,,1549395112905,,,,,,,,,,,,,,,,,,,,,,,,
,,12411,,,,,,,,,,,,6477266,,1549395117815,,,,,,,,,,,,,,,,,,,,,,,,
,,12412,,,,,,,,,,,,6477266,,,1549395113017,,,,,,,,,,,,,,,,,,,,,,,
,,12413,,,,,,,,,,,,6477266,,,1549395117835,,,,,,,,,,,,,,,,,,,,,,,
,,12414,,,,,2,20190205193152,2,1,,,8,6477266,0,,,,,,,,,,,,,,,,,,,,,,4,4.2,0,
,,12415,,,,,,,,,,,,6477266,,,,1549395113976,,,,,,,,,,,,,,,,,,,,,,
,,12416,,,,,,,,,,,,6477266,,,,1549395117218,,,,,,,,,,,,,,,,,,,,,,
,,12417,,,,,,,,,,,,6477266,,,,,1549395114045,,,,,,,,,,,,,,,,,,,,,
,,12418,,,,,,,,,,,,6477266,,,,,1549395117752,,,,,,,,,,,,,,,,,,,,,
,,12419,,,,,2,20190205193158,1,2,,,9,6477266,0,,,,,,,,,,,,,,,,,,,,,,7,235,0,
,,12420,,,,,,,,,,,,6477266,,1549395121089,,,,,,,,,,,,,,,,,,,,,,,,
,,12421,,,,,,,,,,,,6477266,,1549395125007,,,,,,,,,,,,,,,,,,,,,,,,
,,12422,,,,,,,,,,,,6477266,,,1549395121984,,,,,,,,,,,,,,,,,,,,,,,
,,12423,,,,,,,,,,,,6477266,,,1549395125311,,,,,,,,,,,,,,,,,,,,,,,
,,12424,,,,,2,20190205193158,1,1,,,9,6477266,0,,,,,,,,,,,,,,,,,,,,,,7,26,0,
,,12425,,,,,2,20190205193205,2,1,,,10,6477266,0,,,,,,,,,,,,,,,,,,,,,,9,99,0,
,,12426,,,,,2,20190205193205,2,2,,,10,6477266,0,,,,,,,,,,,,,,,,,,,,,,9,961,0,
,,12427,,,,,,,,,,,,6477266,,,,1549395126701,,,,,,,,,,,,,,,,,,,,,,
,,12428,,,,,,,,,,,,6477266,,,,1549395127937,,,,,,,,,,,,,,,,,,,,,,
,,12429,,,,,,,,,,,,6477266,,,,,1549395127157,,,,,,,,,,,,,,,,,,,,,
,,12430,,,,,,,,,,,,6477266,,,,,1549395128927,,,,,,,,,,,,,,,,,,,,,
,,12431,,,,,,,,,20190205193210,submitted,,6477266,,,,,,,,,,,,,,,,,,,,,,,,,,
,73.48.80.170,12432,,random,,,,,,,,,,4452010,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12433,,random,,,,,,,,,,4452010,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12434,,,,,2,20190205193048,1,2,,,1,4452010,0,,,,,,,,,,,,,,,,,,,,,,4,1.9,0,
,,12435,,,,,,,,,,,,4452010,,1549395057137,,,,,,,,,,,,,,,,,,,,,,,,
,,12436,,,,,,,,,,,,4452010,,1549395057720,,,,,,,,,,,,,,,,,,,,,,,,
,,12437,,,,,,,,,,,,4452010,,,1549395057170,,,,,,,,,,,,,,,,,,,,,,,
,,12438,,,,,,,,,,,,4452010,,,1549395058403,,,,,,,,,,,,,,,,,,,,,,,
,,12439,,,,,2,20190205193048,1,1,,,1,4452010,0,,,,,,,,,,,,,,,,,,,,,,4,1.1,0,
,,12440,,,,,,,,,,,,4452010,,,,1549395057008,,,,,,,,,,,,,,,,,,,,,,
,,12441,,,,,,,,,,,,4452010,,,,,1549395057036,,,,,,,,,,,,,,,,,,,,,
,,12442,,,,,2,20190205193103,1,2,,,2,4452010,0,,,,,,,,,,,,,,,,,,,,,,8,1114,0,
,,12443,,,,,,,,,,,,4452010,,1549395068170,,,,,,,,,,,,,,,,,,,,,,,,
,,12444,,,,,,,,,,,,4452010,,,1549395069754,,,,,,,,,,,,,,,,,,,,,,,
,,12445,,,,,2,20190205193103,1,1,,,2,4452010,0,,,,,,,,,,,,,,,,,,,,,,8,1255,0,
,,12446,,,,,2,20190205193110,2,2,,,3,4452010,0,,,,,,,,,,,,,,,,,,,,,,9,795,0,
,,12447,,,,,,,,,,,,4452010,,1549395074569,,,,,,,,,,,,,,,,,,,,,,,,
,,12448,,,,,,,,,,,,4452010,,,1549395074620,,,,,,,,,,,,,,,,,,,,,,,
,,12449,,,,,2,20190205193110,2,1,,,3,4452010,0,,,,,,,,,,,,,,,,,,,,,,9,1234,0,
,,12450,,,,,,,,,,,,4452010,,,,1549395073355,,,,,,,,,,,,,,,,,,,,,,
,,12451,,,,,,,,,,,,4452010,,,,,1549395074420,,,,,,,,,,,,,,,,,,,,,
,,12452,,,,,2,20190205193115,1,2,,,4,4452010,0,,,,,,,,,,,,,,,,,,,,,,5,47,0,
,,12453,,,,,,,,,,,,4452010,,1549395077337,,,,,,,,,,,,,,,,,,,,,,,,
,,12454,,,,,,,,,,,,4452010,,1549395087620,,,,,,,,,,,,,,,,,,,,,,,,
,,12455,,,,,,,,,,,,4452010,,1549395088407,,,,,,,,,,,,,,,,,,,,,,,,
,,12456,,,,,,,,,,,,4452010,,,1549395077370,,,,,,,,,,,,,,,,,,,,,,,
,,12457,,,,,,,,,,,,4452010,,,1549395088162,,,,,,,,,,,,,,,,,,,,,,,
,,12458,,,,,,,,,,,,4452010,,,1549395088604,,,,,,,,,,,,,,,,,,,,,,,
,,12459,,,,,2,20190205193115,1,1,,,4,4452010,0,,,,,,,,,,,,,,,,,,,,,,5,33,0,
,,12460,,,,,,,,,,,,4452010,,,,1549395085404,,,,,,,,,,,,,,,,,,,,,,
,,12461,,,,,,,,,,,,4452010,,,,1549395086511,,,,,,,,,,,,,,,,,,,,,,
,,12462,,,,,,,,,,,,4452010,,,,,1549395086165,,,,,,,,,,,,,,,,,,,,,
,,12463,,,,,,,,,,,,4452010,,,,,1549395087286,,,,,,,,,,,,,,,,,,,,,
,,12464,,,,,2,20190205193129,2,2,,,5,4452010,0,,,,,,,,,,,,,,,,,,,,,,10,33,0,
,,12465,,,,,,,,,,,,4452010,,1549395094600,,,,,,,,,,,,,,,,,,,,,,,,
,,12466,,,,,,,,,,,,4452010,,1549395098904,,,,,,,,,,,,,,,,,,,,,,,,
,,12467,,,,,,,,,,,,4452010,,,1549395094914,,,,,,,,,,,,,,,,,,,,,,,
,,12468,,,,,,,,,,,,4452010,,,1549395098920,,,,,,,,,,,,,,,,,,,,,,,
,,12469,,,,,2,20190205193129,2,1,,,5,4452010,0,,,,,,,,,,,,,,,,,,,,,,10,235,0,
,,12470,,,,,,,,,,,,4452010,,,,1549395090628,,,,,,,,,,,,,,,,,,,,,,
,,12471,,,,,,,,,,,,4452010,,,,1549395093803,,,,,,,,,,,,,,,,,,,,,,
,,12472,,,,,,,,,,,,4452010,,,,1549395095541,,,,,,,,,,,,,,,,,,,,,,
,,12473,,,,,,,,,,,,4452010,,,,1549395096570,,,,,,,,,,,,,,,,,,,,,,
,,12474,,,,,,,,,,,,4452010,,,,1549395097172,,,,,,,,,,,,,,,,,,,,,,
,,12475,,,,,,,,,,,,4452010,,,,1549395098420,,,,,,,,,,,,,,,,,,,,,,
,,12476,,,,,,,,,,,,4452010,,,,,1549395090640,,,,,,,,,,,,,,,,,,,,,
,,12477,,,,,,,,,,,,4452010,,,,,1549395093953,,,,,,,,,,,,,,,,,,,,,
,,12478,,,,,,,,,,,,4452010,,,,,1549395096486,,,,,,,,,,,,,,,,,,,,,
,,12479,,,,,,,,,,,,4452010,,,,,1549395096919,,,,,,,,,,,,,,,,,,,,,
,,12480,,,,,,,,,,,,4452010,,,,,1549395098386,,,,,,,,,,,,,,,,,,,,,
,,12481,,,,,,,,,,,,4452010,,,,,1549395098820,,,,,,,,,,,,,,,,,,,,,
,,12482,,,,,2,20190205193139,2,1,,,6,4452010,0,,,,,,,,,,,,,,,,,,,,,,7,13,0,
,,12483,,,,,2,20190205193139,2,2,,,6,4452010,0,,,,,,,,,,,,,,,,,,,,,,7,85,0,
,,12484,,,,,,,,,,,,4452010,,,,1549395103005,,,,,,,,,,,,,,,,,,,,,,
,,12485,,,,,,,,,,,,4452010,,,,,1549395103872,,,,,,,,,,,,,,,,,,,,,
,,12486,,,,,2,20190205193144,1,2,,,7,4452010,0,,,,,,,,,,,,,,,,,,,,,,2,1.3,0,
,,12487,,,,,,,,,,,,4452010,,1549395110820,,,,,,,,,,,,,,,,,,,,,,,,
,,12488,,,,,,,,,,,,4452010,,1549395112538,,,,,,,,,,,,,,,,,,,,,,,,
,,12489,,,,,,,,,,,,4452010,,,1549395110936,,,,,,,,,,,,,,,,,,,,,,,
,,12490,,,,,,,,,,,,4452010,,,1549395112971,,,,,,,,,,,,,,,,,,,,,,,
,,12491,,,,,2,20190205193144,1,1,,,7,4452010,0,,,,,,,,,,,,,,,,,,,,,,2,5.4,0,
,,12492,,,,,,,,,,,,4452010,,,,1549395111222,,,,,,,,,,,,,,,,,,,,,,
,,12493,,,,,,,,,,,,4452010,,,,,1549395112237,,,,,,,,,,,,,,,,,,,,,
,,12494,,,,,2,20190205193153,2,2,,,8,4452010,0,,,,,,,,,,,,,,,,,,,,,,3,1.5,0,
,,12495,,,,,,,,,,,,4452010,,1549395117338,,,,,,,,,,,,,,,,,,,,,,,,
,,12496,,,,,,,,,,,,4452010,,1549395118170,,,,,,,,,,,,,,,,,,,,,,,,
,,12497,,,,,,,,,,,,4452010,,,1549395117488,,,,,,,,,,,,,,,,,,,,,,,
,,12498,,,,,,,,,,,,4452010,,,1549395118202,,,,,,,,,,,,,,,,,,,,,,,
,,12499,,,,,2,20190205193153,2,1,,,8,4452010,0,,,,,,,,,,,,,,,,,,,,,,3,3.8,0,
,,12500,,,,,,,,,,,,4452010,,,,1549395117671,,,,,,,,,,,,,,,,,,,,,,
,,12501,,,,,,,,,,,,4452010,,,,,1549395118072,,,,,,,,,,,,,,,,,,,,,
,,12502,,,,,2,20190205193158,2,2,,,9,4452010,0,,,,,,,,,,,,,,,,,,,,,,6,68,0,
,,12503,,,,,,,,,,,,4452010,,1549395120770,,,,,,,,,,,,,,,,,,,,,,,,
,,12504,,,,,,,,,,,,4452010,,1549395124888,,,,,,,,,,,,,,,,,,,,,,,,
,,12505,,,,,,,,,,,,4452010,,,1549395120854,,,,,,,,,,,,,,,,,,,,,,,
,,12506,,,,,,,,,,,,4452010,,,1549395124953,,,,,,,,,,,,,,,,,,,,,,,
,,12507,,,,,2,20190205193158,2,1,,,9,4452010,0,,,,,,,,,,,,,,,,,,,,,,6,107,0,
,,12508,,,,,,,,,,,,4452010,,,,1549395122869,,,,,,,,,,,,,,,,,,,,,,
,,12509,,,,,,,,,,,,4452010,,,,,1549395124789,,,,,,,,,,,,,,,,,,,,,
,,12510,,,,,2,20190205193205,1,2,,,10,4452010,0,,,,,,,,,,,,,,,,,,,,,,1,3.9,0,
,,12511,,,,,,,,,,,,4452010,,1549395126474,,,,,,,,,,,,,,,,,,,,,,,,
,,12512,,,,,,,,,,,,4452010,,1549395131604,,,,,,,,,,,,,,,,,,,,,,,,
,,12513,,,,,,,,,,,,4452010,,1549395133070,,,,,,,,,,,,,,,,,,,,,,,,
,,12514,,,,,,,,,,,,4452010,,,1549395130670,,,,,,,,,,,,,,,,,,,,,,,
,,12515,,,,,,,,,,,,4452010,,,1549395132821,,,,,,,,,,,,,,,,,,,,,,,
,,12516,,,,,,,,,,,,4452010,,,1549395133637,,,,,,,,,,,,,,,,,,,,,,,
,,12517,,,,,2,20190205193205,1,1,,,10,4452010,0,,,,,,,,,,,,,,,,,,,,,,1,4.5,0,
,,12518,,,,,,,,,20190205193214,submitted,,4452010,,,,,,,,,,,,,,,,,,,,,,,,,,
,178.104.30.166,12519,,random,,,,,,,,,,9514369,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12520,,random,,,,,,,,,,9514369,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12521,,,,,2,20190205193100,1,1,,,1,9514369,0,,,,,,,,,,,,,,,,,,,,,,10,204,0,
,,12522,,,,,,,,,,,,9514369,,1549395067095,,,,,,,,,,,,,,,,,,,,,,,,
,,12523,,,,,,,,,,,,9514369,,1549395067578,,,,,,,,,,,,,,,,,,,,,,,,
,,12524,,,,,,,,,,,,9514369,,,1549395067147,,,,,,,,,,,,,,,,,,,,,,,
,,12525,,,,,,,,,,,,9514369,,,1549395069343,,,,,,,,,,,,,,,,,,,,,,,
,,12526,,,,,2,20190205193100,1,2,,,1,9514369,0,,,,,,,,,,,,,,,,,,,,,,10,496,0,
,,12527,,,,,,,,,,,,9514369,,,,1549395069396,,,,,,,,,,,,,,,,,,,,,,
,,12528,,,,,,,,,,,,9514369,,,,,1549395069411,,,,,,,,,,,,,,,,,,,,,
,,12529,,,,,2,20190205193111,1,1,,,2,9514369,0,,,,,,,,,,,,,,,,,,,,,,9,365,0,
,,12530,,,,,,,,,,,,9514369,,1549395076944,,,,,,,,,,,,,,,,,,,,,,,,
,,12531,,,,,,,,,,,,9514369,,,1549395077461,,,,,,,,,,,,,,,,,,,,,,,
,,12532,,,,,2,20190205193111,1,2,,,2,9514369,0,,,,,,,,,,,,,,,,,,,,,,9,554,0,
,,12533,,,,,,,,,,,,9514369,,,,1549395075861,,,,,,,,,,,,,,,,,,,,,,
,,12534,,,,,,,,,,,,9514369,,,,1549395077526,,,,,,,,,,,,,,,,,,,,,,
,,12535,,,,,,,,,,,,9514369,,,,,1549395075908,,,,,,,,,,,,,,,,,,,,,
,,12536,,,,,,,,,,,,9514369,,,,,1549395077574,,,,,,,,,,,,,,,,,,,,,
,,12537,,,,,2,20190205193118,1,2,,,3,9514369,0,,,,,,,,,,,,,,,,,,,,,,8,370,0,
,,12538,,,,,,,,,,,,9514369,,1549395080975,,,,,,,,,,,,,,,,,,,,,,,,
,,12539,,,,,,,,,,,,9514369,,1549395086572,,,,,,,,,,,,,,,,,,,,,,,,
,,12540,,,,,,,,,,,,9514369,,1549395087105,,,,,,,,,,,,,,,,,,,,,,,,
,,12541,,,,,,,,,,,,9514369,,1549395087539,,,,,,,,,,,,,,,,,,,,,,,,
,,12542,,,,,,,,,,,,9514369,,1549395089936,,,,,,,,,,,,,,,,,,,,,,,,
,,12543,,,,,,,,,,,,9514369,,,1549395081156,,,,,,,,,,,,,,,,,,,,,,,
,,12544,,,,,,,,,,,,9514369,,,1549395086983,,,,,,,,,,,,,,,,,,,,,,,
,,12545,,,,,,,,,,,,9514369,,,1549395087156,,,,,,,,,,,,,,,,,,,,,,,
,,12546,,,,,,,,,,,,9514369,,,1549395087570,,,,,,,,,,,,,,,,,,,,,,,
,,12547,,,,,,,,,,,,9514369,,,1549395089952,,,,,,,,,,,,,,,,,,,,,,,
,,12548,,,,,2,20190205193118,1,1,,,3,9514369,0,,,,,,,,,,,,,,,,,,,,,,8,88,0,
,,12549,,,,,,,,,,,,9514369,,,,1549395081842,,,,,,,,,,,,,,,,,,,,,,
,,12550,,,,,,,,,,,,9514369,,,,1549395086222,,,,,,,,,,,,,,,,,,,,,,
,,12551,,,,,,,,,,,,9514369,,,,1549395087606,,,,,,,,,,,,,,,,,,,,,,
,,12552,,,,,,,,,,,,9514369,,,,1549395089888,,,,,,,,,,,,,,,,,,,,,,
,,12553,,,,,,,,,,,,9514369,,,,,1549395083640,,,,,,,,,,,,,,,,,,,,,
,,12554,,,,,,,,,,,,9514369,,,,,1549395086238,,,,,,,,,,,,,,,,,,,,,
,,12555,,,,,,,,,,,,9514369,,,,,1549395087623,,,,,,,,,,,,,,,,,,,,,
,,12556,,,,,,,,,,,,9514369,,,,,1549395089902,,,,,,,,,,,,,,,,,,,,,
,,12557,,,,,2,20190205193131,2,2,,,4,9514369,0,,,,,,,,,,,,,,,,,,,,,,7,25,0,
,,12558,,,,,,,,,,,,9514369,,1549395094754,,,,,,,,,,,,,,,,,,,,,,,,
,,12559,,,,,,,,,,,,9514369,,1549395095651,,,,,,,,,,,,,,,,,,,,,,,,
,,12560,,,,,,,,,,,,9514369,,1549395096019,,,,,,,,,,,,,,,,,,,,,,,,
,,12561,,,,,,,,,,,,9514369,,1549395096885,,,,,,,,,,,,,,,,,,,,,,,,
,,12562,,,,,,,,,,,,9514369,,,1549395094786,,,,,,,,,,,,,,,,,,,,,,,
,,12563,,,,,,,,,,,,9514369,,,1549395095670,,,,,,,,,,,,,,,,,,,,,,,
,,12564,,,,,,,,,,,,9514369,,,1549395096052,,,,,,,,,,,,,,,,,,,,,,,
,,12565,,,,,,,,,,,,9514369,,,1549395096901,,,,,,,,,,,,,,,,,,,,,,,
,,12566,,,,,2,20190205193131,2,1,,,4,9514369,0,,,,,,,,,,,,,,,,,,,,,,7,119,0,
,,12567,,,,,,,,,,,,9514369,,,,1549395095252,,,,,,,,,,,,,,,,,,,,,,
