ipaddress,assignment_id,experiment_id,visibility,hit_id,worker_id,NumAns,TimeStarted,AnswerChosen,AnswerOrder,end_time,status,QNum,survey_code,Score,TimeInArray_0,TimeOutArray_0,TimeInArray_1,TimeOutArray_1,TimeInArray_2,TimeOutArray_2,TimeInArray_3,TimeOutArray_3,TimeInArray_4,TimeOurArray_4,TimeInArray_5,TimeOutArray_5,TimeInArray_6,TimeOutArray_6,TimeInArray_7,TimeOutArray_7,survey_codes,TimeInArray8,TimeOutArray8,TimeOutArray4,TimeOutArray_4,RandQ,Guess,GuessAnswers,
,42554,,,,,,,,,,,,6076326,,1550186908214,,,,,,,,,,,,,,,,,,,,,,,,
,42555,,,,,,,,,,,,6076326,,,1550186905815,,,,,,,,,,,,,,,,,,,,,,,
,42556,,,,,,,,,,,,6076326,,,1550186908246,,,,,,,,,,,,,,,,,,,,,,,
,42557,,,,,2,20190214232804,2,1,,,7,6076326,0,,,,,,,,,,,,,,,,,,,,,,9,1018,0,
,42558,,,,,,,,,,,,6076326,,,,1550186905881,,,,,,,,,,,,,,,,,,,,,,
,42559,,,,,,,,,,,,6076326,,,,,1550186908162,,,,,,,,,,,,,,,,,,,,,
,42560,,,,,2,20190214232808,2,2,,,8,6076326,0,,,,,,,,,,,,,,,,,,,,,,7,15,0,
,42561,,,,,,,,,,,,6076326,,1550186910657,,,,,,,,,,,,,,,,,,,,,,,,
,42562,,,,,,,,,,,,6076326,,,1550186910674,,,,,,,,,,,,,,,,,,,,,,,
,42563,,,,,2,20190214232808,2,1,,,8,6076326,0,,,,,,,,,,,,,,,,,,,,,,7,88,0,
,42564,,,,,,,,,,,,6076326,,,,1550186909373,,,,,,,,,,,,,,,,,,,,,,
,42565,,,,,,,,,,,,6076326,,,,1550186909916,,,,,,,,,,,,,,,,,,,,,,
,42566,,,,,,,,,,,,6076326,,,,,1550186909586,,,,,,,,,,,,,,,,,,,,,
,42567,,,,,,,,,,,,6076326,,,,,1550186910609,,,,,,,,,,,,,,,,,,,,,
,42568,,,,,2,20190214232810,1,1,,,9,6076326,0,,,,,,,,,,,,,,,,,,,,,,5,76,0,
,42569,,,,,,,,,,,,6076326,,1550186912376,,,,,,,,,,,,,,,,,,,,,,,,
,42570,,,,,,,,,,,,6076326,,,1550186913104,,,,,,,,,,,,,,,,,,,,,,,
,42571,,,,,2,20190214232810,1,2,,,9,6076326,0,,,,,,,,,,,,,,,,,,,,,,5,47,0,
,42572,,,,,,,,,,,,6076326,,,,1550186912294,,,,,,,,,,,,,,,,,,,,,,
,42573,,,,,,,,,,,,6076326,,,,1550186913152,,,,,,,,,,,,,,,,,,,,,,
,42574,,,,,,,,,,,,6076326,,,,,1550186912312,,,,,,,,,,,,,,,,,,,,,
,42575,,,,,,,,,,,,6076326,,,,,1550186913184,,,,,,,,,,,,,,,,,,,,,
,42576,,,,,2,20190214232813,1,1,,,10,6076326,0,,,,,,,,,,,,,,,,,,,,,,2,1.1,0,
,42577,,,,,,,,,,,,6076326,,1550186914492,,,,,,,,,,,,,,,,,,,,,,,,
,42578,,,,,,,,,,,,6076326,,,1550186915068,,,,,,,,,,,,,,,,,,,,,,,
,42579,,,,,2,20190214232813,1,2,,,10,6076326,0,,,,,,,,,,,,,,,,,,,,,,2,4.7,0,
,42580,,,,,,,,,,,,6076326,,,,1550186914248,,,,,,,,,,,,,,,,,,,,,,
,42581,,,,,,,,,,,,6076326,,,,1550186915087,,,,,,,,,,,,,,,,,,,,,,
,42582,,,,,,,,,,,,6076326,,,,,1550186914326,,,,,,,,,,,,,,,,,,,,,
,42583,,,,,,,,,,,,6076326,,,,,1550186915119,,,,,,,,,,,,,,,,,,,,,
,42584,,,,,,,,,20190214232815,submitted,,6076326,,,,,,,,,,,,,,,,,,,,,,,,,,
75.89.7.109,42585,,random,,,,,,,,,,2705719,,,,,,,,,,,,,,,,,,,,,,,,,,
,42586,,random,,,,,,,,,,2705719,,,,,,,,,,,,,,,,,,,,,,,,,,
,42587,,,,,2,20190214232253,2,2,,,1,2705719,0,,,,,,,,,,,,,,,,,,,,,,9,221,0,
,42588,,,,,,,,,,,,2705719,,1550186585684,,,,,,,,,,,,,,,,,,,,,,,,
,42589,,,,,,,,,,,,2705719,,,1550186585899,,,,,,,,,,,,,,,,,,,,,,,
,42590,,,,,2,20190214232253,2,1,,,1,2705719,0,,,,,,,,,,,,,,,,,,,,,,9,482,0,
,42591,,,,,,,,,,,,2705719,,,,1550186576060,,,,,,,,,,,,,,,,,,,,,,
,42592,,,,,,,,,,,,2705719,,,,1550186582179,,,,,,,,,,,,,,,,,,,,,,
,42593,,,,,,,,,,,,2705719,,,,,1550186576940,,,,,,,,,,,,,,,,,,,,,
,42594,,,,,,,,,,,,2705719,,,,,1550186584108,,,,,,,,,,,,,,,,,,,,,
,42595,,,,,2,20190214232315,2,1,,,2,2705719,0,,,,,,,,,,,,,,,,,,,,,,5,91,0,
,42596,,,,,2,20190214232315,2,2,,,2,2705719,0,,,,,,,,,,,,,,,,,,,,,,5,24,0,
,42597,,,,,,,,,,,,2705719,,,,1550186589428,,,,,,,,,,,,,,,,,,,,,,
,42598,,,,,,,,,,,,2705719,,,,1550186590243,,,,,,,,,,,,,,,,,,,,,,
,42599,,,,,,,,,,,,2705719,,,,1550186711545,,,,,,,,,,,,,,,,,,,,,,
,42600,,,,,,,,,,,,2705719,,,,,1550186589587,,,,,,,,,,,,,,,,,,,,,
,42601,,,,,,,,,,,,2705719,,,,,1550186711020,,,,,,,,,,,,,,,,,,,,,
,42602,,,,,,,,,,,,2705719,,,,,1550186714308,,,,,,,,,,,,,,,,,,,,,
,42603,,,,,2,20190214232523,1,1,,,3,2705719,0,,,,,,,,,,,,,,,,,,,,,,4,5.8,0,
,42604,,,,,,,,,,,,2705719,,1550186717268,,,,,,,,,,,,,,,,,,,,,,,,
,42605,,,,,,,,,,,,2705719,,1550186744812,,,,,,,,,,,,,,,,,,,,,,,,
,42606,,,,,,,,,,,,2705719,,,1550186717307,,,,,,,,,,,,,,,,,,,,,,,
,42607,,,,,,,,,,,,2705719,,,1550186745995,,,,,,,,,,,,,,,,,,,,,,,
,42608,,,,,2,20190214232523,1,2,,,3,2705719,0,,,,,,,,,,,,,,,,,,,,,,4,1.2,0,
,42609,,,,,,,,,,,,2705719,,,,1550186717212,,,,,,,,,,,,,,,,,,,,,,
,42610,,,,,,,,,,,,2705719,,,,1550186739051,,,,,,,,,,,,,,,,,,,,,,
,42611,,,,,,,,,,,,2705719,,,,1550186746145,,,,,,,,,,,,,,,,,,,,,,
,42612,,,,,,,,,,,,2705719,,,,,1550186717228,,,,,,,,,,,,,,,,,,,,,
,42613,,,,,,,,,,,,2705719,,,,,1550186743307,,,,,,,,,,,,,,,,,,,,,
,42614,,,,,,,,,,,,2705719,,,,,1550186746196,,,,,,,,,,,,,,,,,,,,,
,42615,,,,,2,20190214232554,2,2,,,4,2705719,0,,,,,,,,,,,,,,,,,,,,,,6,68,0,
,42616,,,,,,,,,,,,2705719,,1550186748682,,,,,,,,,,,,,,,,,,,,,,,,
,42617,,,,,,,,,,,,2705719,,1550186758387,,,,,,,,,,,,,,,,,,,,,,,,
,42618,,,,,,,,,,,,2705719,,,1550186748715,,,,,,,,,,,,,,,,,,,,,,,
,42619,,,,,,,,,,,,2705719,,,1550186758443,,,,,,,,,,,,,,,,,,,,,,,
,42620,,,,,2,20190214232554,2,1,,,4,2705719,0,,,,,,,,,,,,,,,,,,,,,,6,148,0,
,42621,,,,,,,,,,,,2705719,,,,1550186757238,,,,,,,,,,,,,,,,,,,,,,
,42622,,,,,,,,,,,,2705719,,,,,1550186758147,,,,,,,,,,,,,,,,,,,,,
,42623,,,,,2,20190214232607,1,1,,,5,2705719,0,,,,,,,,,,,,,,,,,,,,,,2,9.5,0,
,42624,,,,,,,,,,,,2705719,,1550186786211,,,,,,,,,,,,,,,,,,,,,,,,
,42625,,,,,,,,,,,,2705719,,,1550186786779,,,,,,,,,,,,,,,,,,,,,,,
,42626,,,,,2,20190214232607,1,2,,,5,2705719,0,,,,,,,,,,,,,,,,,,,,,,2,4,0,
,42627,,,,,,,,,,,,2705719,,,,1550186786915,,,,,,,,,,,,,,,,,,,,,,
,42628,,,,,,,,,,,,2705719,,,,,1550186786995,,,,,,,,,,,,,,,,,,,,,
,42629,,,,,2,20190214232636,2,1,,,6,2705719,0,,,,,,,,,,,,,,,,,,,,,,1,7.2,0,
,42630,,,,,,,,,,,,2705719,,1550186792355,,,,,,,,,,,,,,,,,,,,,,,,
,42631,,,,,,,,,,,,2705719,,1550186794568,,,,,,,,,,,,,,,,,,,,,,,,
,42632,,,,,,,,,,,,2705719,,,1550186792517,,,,,,,,,,,,,,,,,,,,,,,
,42633,,,,,,,,,,,,2705719,,,1550186800956,,,,,,,,,,,,,,,,,,,,,,,
,42634,,,,,2,20190214232636,2,2,,,6,2705719,0,,,,,,,,,,,,,,,,,,,,,,1,1.2,0,
,42635,,,,,,,,,,,,2705719,,,,1550186790315,,,,,,,,,,,,,,,,,,,,,,
,42636,,,,,,,,,,,,2705719,,,,1550186801299,,,,,,,,,,,,,,,,,,,,,,
,42637,,,,,,,,,,,,2705719,,,,,1550186790532,,,,,,,,,,,,,,,,,,,,,
,42638,,,,,,,,,,,,2705719,,,,,1550186823458,,,,,,,,,,,,,,,,,,,,,
,42639,,,,,2,20190214232711,2,2,,,7,2705719,0,,,,,,,,,,,,,,,,,,,,,,7,14,0,
,42640,,,,,,,,,,,,2705719,,1550186828035,,,,,,,,,,,,,,,,,,,,,,,,
,42641,,,,,,,,,,,,2705719,,1550186833770,,,,,,,,,,,,,,,,,,,,,,,,
,42642,,,,,,,,,,,,2705719,,,1550186828243,,,,,,,,,,,,,,,,,,,,,,,
,42643,,,,,,,,,,,,2705719,,,1550186833849,,,,,,,,,,,,,,,,,,,,,,,
,42644,,,,,2,20190214232711,2,1,,,7,2705719,0,,,,,,,,,,,,,,,,,,,,,,7,16,0,
,42645,,,,,,,,,,,,2705719,,,,1550186831787,,,,,,,,,,,,,,,,,,,,,,
,42646,,,,,,,,,,,,2705719,,,,,1550186833650,,,,,,,,,,,,,,,,,,,,,
,42647,,,,,2,20190214232722,2,2,,,8,2705719,0,,,,,,,,,,,,,,,,,,,,,,8,55,0,
,42648,,,,,,,,,,,,2705719,,1550186837330,,,,,,,,,,,,,,,,,,,,,,,,
,42649,,,,,,,,,,,,2705719,,1550186847075,,,,,,,,,,,,,,,,,,,,,,,,
,42650,,,,,,,,,,,,2705719,,,1550186837619,,,,,,,,,,,,,,,,,,,,,,,
,42651,,,,,,,,,,,,2705719,,,1550186847144,,,,,,,,,,,,,,,,,,,,,,,
,42652,,,,,2,20190214232722,2,1,,,8,2705719,0,,,,,,,,,,,,,,,,,,,,,,8,700,0,
,42653,,,,,,,,,,,,2705719,,,,1550186845059,,,,,,,,,,,,,,,,,,,,,,
,42654,,,,,,,,,,,,2705719,,,,,1550186846939,,,,,,,,,,,,,,,,,,,,,
,42655,,,,,2,20190214232735,1,2,,,9,2705719,0,,,,,,,,,,,,,,,,,,,,,,10,758,0,
,42656,,,,,,,,,,,,2705719,,1550186849635,,,,,,,,,,,,,,,,,,,,,,,,
,42657,,,,,,,,,,,,2705719,,1550186864641,,,,,,,,,,,,,,,,,,,,,,,,
,42658,,,,,,,,,,,,2705719,,,1550186849795,,,,,,,,,,,,,,,,,,,,,,,
,42659,,,,,,,,,,,,2705719,,,1550186865915,,,,,,,,,,,,,,,,,,,,,,,
,42660,,,,,2,20190214232735,1,1,,,9,2705719,0,,,,,,,,,,,,,,,,,,,,,,10,83,0,
,42661,,,,,2,20190214232754,1,1,,,10,2705719,0,,,,,,,,,,,,,,,,,,,,,,3,1.8,0,
,42662,,,,,,,,,,,,2705719,,1550186870507,,,,,,,,,,,,,,,,,,,,,,,,
,42663,,,,,,,,,,,,2705719,,1550186872403,,,,,,,,,,,,,,,,,,,,,,,,
,42664,,,,,,,,,,,,2705719,,1550186891146,,,,,,,,,,,,,,,,,,,,,,,,
,42665,,,,,,,,,,,,2705719,,,1550186872115,,,,,,,,,,,,,,,,,,,,,,,
,42666,,,,,,,,,,,,2705719,,,1550186872748,,,,,,,,,,,,,,,,,,,,,,,
,42667,,,,,,,,,,,,2705719,,,1550186891663,,,,,,,,,,,,,,,,,,,,,,,
,42668,,,,,2,20190214232754,1,2,,,10,2705719,0,,,,,,,,,,,,,,,,,,,,,,3,4.3,0,
,42669,,,,,,,,,,,,2705719,,,,1550186868395,,,,,,,,,,,,,,,,,,,,,,
,42670,,,,,,,,,,,,2705719,,,,1550186877268,,,,,,,,,,,,,,,,,,,,,,
,42671,,,,,,,,,,,,2705719,,,,1550186881287,,,,,,,,,,,,,,,,,,,,,,
,42672,,,,,,,,,,,,2705719,,,,1550186886162,,,,,,,,,,,,,,,,,,,,,,
,42673,,,,,,,,,,,,2705719,,,,1550186891813,,,,,,,,,,,,,,,,,,,,,,
,42674,,,,,,,,,,,,2705719,,,,,1550186868895,,,,,,,,,,,,,,,,,,,,,
,42675,,,,,,,,,,,,2705719,,,,,1550186877411,,,,,,,,,,,,,,,,,,,,,
,42676,,,,,,,,,,,,2705719,,,,,1550186881471,,,,,,,,,,,,,,,,,,,,,
,42677,,,,,,,,,,,,2705719,,,,,1550186889386,,,,,,,,,,,,,,,,,,,,,
,42678,,,,,,,,,,,,2705719,,,,,1550186891850,,,,,,,,,,,,,,,,,,,,,
,42679,,,,,,,,,20190214232820,submitted,,2705719,,,,,,,,,,,,,,,,,,,,,,,,,,
50.50.114.76,42680,,random,,,,,,,,,,6161303,,,,,,,,,,,,,,,,,,,,,,,,,,
,42681,,random,,,,,,,,,,6161303,,,,,,,,,,,,,,,,,,,,,,,,,,
,42682,,,,,2,20190214232732,1,1,,,1,6161303,0,,,,,,,,,,,,,,,,,,,,,,3,9.2,0,
,42683,,,,,,,,,,,,6161303,,1550186856362,,,,,,,,,,,,,,,,,,,,,,,,
,42684,,,,,,,,,,,,6161303,,1550186857263,,,,,,,,,,,,,,,,,,,,,,,,
,42685,,,,,,,,,,,,6161303,,,1550186856381,,,,,,,,,,,,,,,,,,,,,,,
,42686,,,,,,,,,,,,6161303,,,1550186860256,,,,,,,,,,,,,,,,,,,,,,,
,42687,,,,,2,20190214232732,1,2,,,1,6161303,0,,,,,,,,,,,,,,,,,,,,,,3,3.2,0,
,42688,,,,,,,,,,,,6161303,,,,1550186856412,,,,,,,,,,,,,,,,,,,,,,
,42689,,,,,,,,,,,,6161303,,,,1550186856715,,,,,,,,,,,,,,,,,,,,,,
,42690,,,,,,,,,,,,6161303,,,,1550186860407,,,,,,,,,,,,,,,,,,,,,,
,42691,,,,,,,,,,,,6161303,,,,,1550186856430,,,,,,,,,,,,,,,,,,,,,
,42692,,,,,,,,,,,,6161303,,,,,1550186856880,,,,,,,,,,,,,,,,,,,,,
,42693,,,,,,,,,,,,6161303,,,,,1550186860440,,,,,,,,,,,,,,,,,,,,,
,42694,,,,,2,20190214232746,1,1,,,2,6161303,0,,,,,,,,,,,,,,,,,,,,,,9,3764,0,
,42695,,,,,,,,,,,,6161303,,1550186867977,,,,,,,,,,,,,,,,,,,,,,,,
,42696,,,,,,,,,,,,6161303,,1550186868545,,,,,,,,,,,,,,,,,,,,,,,,
,42697,,,,,,,,,,,,6161303,,,1550186868408,,,,,,,,,,,,,,,,,,,,,,,
,42698,,,,,,,,,,,,6161303,,,1550186868563,,,,,,,,,,,,,,,,,,,,,,,
,42699,,,,,2,20190214232746,1,2,,,2,6161303,0,,,,,,,,,,,,,,,,,,,,,,9,258,0,
,42700,,,,,,,,,,,,6161303,,,,1550186865355,,,,,,,,,,,,,,,,,,,,,,
,42701,,,,,,,,,,,,6161303,,,,1550186868613,,,,,,,,,,,,,,,,,,,,,,
,42702,,,,,,,,,,,,6161303,,,,,1550186865405,,,,,,,,,,,,,,,,,,,,,
,42703,,,,,,,,,,,,6161303,,,,,1550186868663,,,,,,,,,,,,,,,,,,,,,
,42704,,,,,2,20190214232754,1,1,,,3,6161303,0,,,,,,,,,,,,,,,,,,,,,,8,111,0,
,42705,,,,,,,,,,,,6161303,,1550186885879,,,,,,,,,,,,,,,,,,,,,,,,
,42706,,,,,,,,,,,,6161303,,,1550186886196,,,,,,,,,,,,,,,,,,,,,,,
,42707,,,,,2,20190214232754,1,2,,,3,6161303,0,,,,,,,,,,,,,,,,,,,,,,8,130,0,
,42708,,,,,,,,,,,,6161303,,,,1550186882333,,,,,,,,,,,,,,,,,,,,,,
,42709,,,,,,,,,,,,6161303,,,,1550186886312,,,,,,,,,,,,,,,,,,,,,,
,42710,,,,,,,,,,,,6161303,,,,,1550186884593,,,,,,,,,,,,,,,,,,,,,
,42711,,,,,,,,,,,,6161303,,,,,1550186886364,,,,,,,,,,,,,,,,,,,,,
,42712,,,,,2,20190214232811,2,2,,,4,6161303,0,,,,,,,,,,,,,,,,,,,,,,6,78,0,
,42713,,,,,,,,,,,,6161303,,1550186889138,,,,,,,,,,,,,,,,,,,,,,,,
,42714,,,,,,,,,,,,6161303,,1550186891010,,,,,,,,,,,,,,,,,,,,,,,,
,42715,,,,,,,,,,,,6161303,,,1550186889220,,,,,,,,,,,,,,,,,,,,,,,
,42716,,,,,,,,,,,,6161303,,,1550186891026,,,,,,,,,,,,,,,,,,,,,,,
,42717,,,,,2,20190214232811,2,1,,,4,6161303,0,,,,,,,,,,,,,,,,,,,,,,6,187,0,
,42718,,,,,,,,,,,,6161303,,,,1550186890244,,,,,,,,,,,,,,,,,,,,,,
,42719,,,,,,,,,,,,6161303,,,,,1550186890826,,,,,,,,,,,,,,,,,,,,,
,42720,,,,,2,20190214232816,1,1,,,5,6161303,0,,,,,,,,,,,,,,,,,,,,,,2,10.4,0,
,42721,,,,,,,,,,,,6161303,,1550186898294,,,,,,,,,,,,,,,,,,,,,,,,
,42722,,,,,,,,,,,,6161303,,1550186903203,,,,,,,,,,,,,,,,,,,,,,,,
,42723,,,,,,,,,,,,6161303,,,1550186898311,,,,,,,,,,,,,,,,,,,,,,,
,42724,,,,,,,,,,,,6161303,,,1550186904429,,,,,,,,,,,,,,,,,,,,,,,
,42725,,,,,2,20190214232816,1,2,,,5,6161303,0,,,,,,,,,,,,,,,,,,,,,,2,1.6,0,
,42726,,,,,,,,,,,,6161303,,,,1550186898210,,,,,,,,,,,,,,,,,,,,,,
,42727,,,,,,,,,,,,6161303,,,,1550186904546,,,,,,,,,,,,,,,,,,,,,,
,42728,,,,,,,,,,,,6161303,,,,,1550186898244,,,,,,,,,,,,,,,,,,,,,
,42729,,,,,,,,,,,,6161303,,,,,1550186904581,,,,,,,,,,,,,,,,,,,,,
,42730,,,,,2,20190214232829,1,1,,,6,6161303,0,,,,,,,,,,,,,,,,,,,,,,7,858,0,
,42731,,,,,,,,,,,,6161303,,1550186907204,,,,,,,,,,,,,,,,,,,,,,,,
,42732,,,,,,,,,,,,6161303,,,1550186907689,,,,,,,,,,,,,,,,,,,,,,,
,42733,,,,,2,20190214232829,1,2,,,6,6161303,0,,,,,,,,,,,,,,,,,,,,,,7,31,0,
,42734,,,,,,,,,,,,6161303,,,,1550186906955,,,,,,,,,,,,,,,,,,,,,,
,42735,,,,,,,,,,,,6161303,,,,1550186907806,,,,,,,,,,,,,,,,,,,,,,
,42736,,,,,,,,,,,,6161303,,,,,1550186906986,,,,,,,,,,,,,,,,,,,,,
,42737,,,,,,,,,,,,6161303,,,,,1550186907855,,,,,,,,,,,,,,,,,,,,,
,42738,,,,,2,20190214232834,2,2,,,7,6161303,0,,,,,,,,,,,,,,,,,,,,,,5,90,0,
,42739,,,,,,,,,,,,6161303,,1550186911599,,,,,,,,,,,,,,,,,,,,,,,,
,42740,,,,,,,,,,,,6161303,,1550186917416,,,,,,,,,,,,,,,,,,,,,,,,
,42741,,,,,,,,,,,,6161303,,,1550186911734,,,,,,,,,,,,,,,,,,,,,,,
,42742,,,,,,,,,,,,6161303,,,1550186917482,,,,,,,,,,,,,,,,,,,,,,,
,42743,,,,,2,20190214232834,2,1,,,7,6161303,0,,,,,,,,,,,,,,,,,,,,,,5,26,0,
,42744,,,,,,,,,,,,6161303,,,,1550186916848,,,,,,,,,,,,,,,,,,,,,,
,42745,,,,,,,,,,,,6161303,,,,1550186917199,,,,,,,,,,,,,,,,,,,,,,
,42746,,,,,,,,,,,,6161303,,,,,1550186917113,,,,,,,,,,,,,,,,,,,,,
,42747,,,,,,,,,,,,6161303,,,,,1550186917266,,,,,,,,,,,,,,,,,,,,,
,42748,,,,,2,20190214232843,1,1,,,8,6161303,0,,,,,,,,,,,,,,,,,,,,,,1,7.7,0,
,42749,,,,,,,,,,,,6161303,,1550186920090,,,,,,,,,,,,,,,,,,,,,,,,
,42750,,,,,,,,,,,,6161303,,,1550186920441,,,,,,,,,,,,,,,,,,,,,,,
,42751,,,,,2,20190214232843,1,2,,,8,6161303,0,,,,,,,,,,,,,,,,,,,,,,1,2.9,0,
,42752,,,,,,,,,,,,6161303,,,,1550186919825,,,,,,,,,,,,,,,,,,,,,,
,42753,,,,,,,,,,,,6161303,,,,1550186920557,,,,,,,,,,,,,,,,,,,,,,
,42754,,,,,,,,,,,,6161303,,,,,1550186919889,,,,,,,,,,,,,,,,,,,,,
,42755,,,,,,,,,,,,6161303,,,,,1550186920574,,,,,,,,,,,,,,,,,,,,,
,42756,,,,,2,20190214232846,2,2,,,9,6161303,0,,,,,,,,,,,,,,,,,,,,,,10,687,0,
,42757,,,,,,,,,,,,6161303,,1550186922865,,,,,,,,,,,,,,,,,,,,,,,,
,42758,,,,,,,,,,,,6161303,,1550186924068,,,,,,,,,,,,,,,,,,,,,,,,
,42759,,,,,,,,,,,,6161303,,,1550186922948,,,,,,,,,,,,,,,,,,,,,,,
,42760,,,,,,,,,,,,6161303,,,1550186924117,,,,,,,,,,,,,,,,,,,,,,,
,42761,,,,,2,20190214232846,2,1,,,9,6161303,0,,,,,,,,,,,,,,,,,,,,,,10,512,0,
,42762,,,,,,,,,,,,6161303,,,,1550186923433,,,,,,,,,,,,,,,,,,,,,,
,42763,,,,,,,,,,,,6161303,,,,,1550186923969,,,,,,,,,,,,,,,,,,,,,
,42764,,,,,2,20190214232849,2,2,,,10,6161303,0,,,,,,,,,,,,,,,,,,,,,,4,5.5,0,
,42765,,,,,,,,,,,,6161303,,1550186926440,,,,,,,,,,,,,,,,,,,,,,,,
,42766,,,,,,,,,,,,6161303,,1550186928125,,,,,,,,,,,,,,,,,,,,,,,,
,42767,,,,,,,,,,,,6161303,,,1550186926541,,,,,,,,,,,,,,,,,,,,,,,
,42768,,,,,,,,,,,,6161303,,,1550186928245,,,,,,,,,,,,,,,,,,,,,,,
,42769,,,,,2,20190214232849,2,1,,,10,6161303,0,,,,,,,,,,,,,,,,,,,,,,4,1.9,0,
,42770,,,,,,,,,,,,6161303,,,,1550186926875,,,,,,,,,,,,,,,,,,,,,,
,42771,,,,,,,,,,,,6161303,,,,,1550186927863,,,,,,,,,,,,,,,,,,,,,
,42772,,,,,,,,,20190214232855,submitted,,6161303,,,,,,,,,,,,,,,,,,,,,,,,,,
174.222.0.159,42773,,random,,,,,,,,,,8060645,,,,,,,,,,,,,,,,,,,,,,,,,,
,42774,,random,,,,,,,,,,8060645,,,,,,,,,,,,,,,,,,,,,,,,,,
,42775,,,,,2,20190214232731,1,1,,,1,8060645,0,,,,,,,,,,,,,,,,,,,,,,8,90,0,
,42776,,,,,,,,,,,,8060645,,1550186864815,,,,,,,,,,,,,,,,,,,,,,,,
,42777,,,,,,,,,,,,8060645,,,1550186867084,,,,,,,,,,,,,,,,,,,,,,,
,42778,,,,,2,20190214232731,1,2,,,1,8060645,0,,,,,,,,,,,,,,,,,,,,,,8,885,0,
,42779,,,,,,,,,,,,8060645,,,,1550186860820,,,,,,,,,,,,,,,,,,,,,,
,42780,,,,,,,,,,,,8060645,,,,,1550186864414,,,,,,,,,,,,,,,,,,,,,
,42781,,,,,2,20190214232745,2,1,,,2,8060645,0,,,,,,,,,,,,,,,,,,,,,,6,865,0,
,42782,,,,,2,20190214232745,2,2,,,2,8060645,0,,,,,,,,,,,,,,,,,,,,,,6,247,0,
,42783,,,,,,,,,,,,8060645,,,,1550186870927,,,,,,,,,,,,,,,,,,,,,,
,42784,,,,,,,,,,,,8060645,,,,1550186871610,,,,,,,,,,,,,,,,,,,,,,
,42785,,,,,,,,,,,,8060645,,,,,1550186871527,,,,,,,,,,,,,,,,,,,,,
,42786,,,,,,,,,,,,8060645,,,,,1550186873350,,,,,,,,,,,,,,,,,,,,,
,42787,,,,,2,20190214232751,2,1,,,3,8060645,0,,,,,,,,,,,,,,,,,,,,,,1,9.3,0,
,42788,,,,,,,,,,,,8060645,,1550186875293,,,,,,,,,,,,,,,,,,,,,,,,
,42789,,,,,,,,,,,,8060645,,1550186875822,,,,,,,,,,,,,,,,,,,,,,,,
,42790,,,,,,,,,,,,8060645,,,1550186875791,,,,,,,,,,,,,,,,,,,,,,,
,42791,,,,,,,,,,,,8060645,,,1550186878620,,,,,,,,,,,,,,,,,,,,,,,
,42792,,,,,2,20190214232751,2,2,,,3,8060645,0,,,,,,,,,,,,,,,,,,,,,,1,1.9,0,
,42793,,,,,,,,,,,,8060645,,,,1550186875192,,,,,,,,,,,,,,,,,,,,,,
,42794,,,,,,,,,,,,8060645,,,,1550186878772,,,,,,,,,,,,,,,,,,,,,,
,42795,,,,,,,,,,,,8060645,,,,,1550186875224,,,,,,,,,,,,,,,,,,,,,
,42796,,,,,,,,,,,,8060645,,,,,1550186879987,,,,,,,,,,,,,,,,,,,,,
,42797,,,,,2,20190214232758,1,2,,,4,8060645,0,,,,,,,,,,,,,,,,,,,,,,3,1.9,0,
,42798,,,,,,,,,,,,8060645,,1550186881548,,,,,,,,,,,,,,,,,,,,,,,,
,42799,,,,,,,,,,,,8060645,,1550186884684,,,,,,,,,,,,,,,,,,,,,,,,
,42800,,,,,,,,,,,,8060645,,,1550186881569,,,,,,,,,,,,,,,,,,,,,,,
,42801,,,,,,,,,,,,8060645,,,1550186885750,,,,,,,,,,,,,,,,,,,,,,,
,42802,,,,,2,20190214232758,1,1,,,4,8060645,0,,,,,,,,,,,,,,,,,,,,,,3,3.3,0,
,42803,,,,,,,,,,,,8060645,,,,1550186883419,,,,,,,,,,,,,,,,,,,,,,
,42804,,,,,,,,,,,,8060645,,,,1550186883467,,,,,,,,,,,,,,,,,,,,,,
,42805,,,,,,,,,,,,8060645,,,,,1550186883436,,,,,,,,,,,,,,,,,,,,,
,42806,,,,,,,,,,,,8060645,,,,,1550186884515,,,,,,,,,,,,,,,,,,,,,
,42807,,,,,2,20190214232803,1,2,,,5,8060645,0,,,,,,,,,,,,,,,,,,,,,,5,15,0,
,42808,,,,,,,,,,,,8060645,,1550186910678,,,,,,,,,,,,,,,,,,,,,,,,
,42809,,,,,,,,,,,,8060645,,1550186911191,,,,,,,,,,,,,,,,,,,,,,,,
,42810,,,,,,,,,,,,8060645,,1550186913739,,,,,,,,,,,,,,,,,,,,,,,,
,42811,,,,,,,,,,,,8060645,,,1550186910696,,,,,,,,,,,,,,,,,,,,,,,
,42812,,,,,,,,,,,,8060645,,,1550186912573,,,,,,,,,,,,,,,,,,,,,,,
,42813,,,,,,,,,,,,8060645,,,1550186915299,,,,,,,,,,,,,,,,,,,,,,,
,42814,,,,,2,20190214232803,1,1,,,5,8060645,0,,,,,,,,,,,,,,,,,,,,,,5,99,0,
,42815,,,,,,,,,,,,8060645,,,,1550186913389,,,,,,,,,,,,,,,,,,,,,,
,42816,,,,,,,,,,,,8060645,,,,,1550186913648,,,,,,,,,,,,,,,,,,,,,
