,ipaddress,assignment_id,experiment_id,visibility,hit_id,worker_id,NumAns,TimeStarted,AnswerChosen,AnswerOrder,end_time,status,QNum,survey_code,Score,TimeInArray_0,TimeOutArray_0,TimeInArray_1,TimeOutArray_1,TimeInArray_2,TimeOutArray_2,TimeInArray_3,TimeOutArray_3,TimeInArray_4,TimeOurArray_4,TimeInArray_5,TimeOutArray_5,TimeInArray_6,TimeOutArray_6,TimeInArray_7,TimeOutArray_7,survey_codes,TimeInArray8,TimeOutArray8,TimeOutArray4,TimeOutArray_4,RandQ,Guess,
,NULL,1935,NULL,NULL,NULL,NULL,8,20180929051851,NULL,NULL,NULL,NULL,4,7469847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,1230,
,NULL,1936,NULL,NULL,NULL,NULL,8,20180929051907,NULL,NULL,NULL,NULL,5,7469847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,
,NULL,1937,NULL,NULL,NULL,NULL,2,20180929051929,NULL,NULL,NULL,NULL,6,7469847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,630,
,NULL,1938,NULL,NULL,NULL,NULL,8,20180929051941,NULL,NULL,NULL,NULL,7,7469847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,
,NULL,1939,NULL,NULL,NULL,NULL,2,20180929051953,NULL,NULL,NULL,NULL,8,7469847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,40,
,NULL,1940,NULL,NULL,NULL,NULL,8,20180929052136,NULL,NULL,NULL,NULL,9,7469847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,5,
,NULL,1941,NULL,NULL,NULL,NULL,2,20180929052151,NULL,NULL,NULL,NULL,10,7469847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,326,
,NULL,1942,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929052201,submitted,NULL,7469847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,76.18.221.168,1943,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1944,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1945,NULL,NULL,NULL,NULL,2,20180929051734,NULL,NULL,NULL,NULL,1,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,40,
,NULL,1946,NULL,NULL,NULL,NULL,2,20180929051857,NULL,NULL,NULL,NULL,2,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2.3,
,NULL,1947,NULL,NULL,NULL,NULL,2,20180929051922,NULL,NULL,NULL,NULL,3,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3.2,
,NULL,1948,NULL,NULL,NULL,NULL,2,20180929051937,NULL,NULL,NULL,NULL,4,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,449,
,NULL,1949,NULL,NULL,NULL,NULL,8,20180929052004,NULL,NULL,NULL,NULL,5,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,421,
,NULL,1950,NULL,NULL,NULL,NULL,2,20180929052032,NULL,NULL,NULL,NULL,6,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,737,
,NULL,1951,NULL,NULL,NULL,NULL,2,20180929052042,NULL,NULL,NULL,NULL,7,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4.8,
,NULL,1952,NULL,NULL,NULL,NULL,2,20180929052055,NULL,NULL,NULL,NULL,8,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2.7,
,NULL,1953,NULL,NULL,NULL,NULL,2,20180929052113,NULL,NULL,NULL,NULL,9,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,221,
,NULL,1954,NULL,NULL,NULL,NULL,2,20180929052147,NULL,NULL,NULL,NULL,10,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,200,
,NULL,1955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929052209,submitted,NULL,1506579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,108.187.168.11,1956,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1957,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1958,NULL,NULL,NULL,NULL,8,20180929051717,NULL,NULL,NULL,NULL,1,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,70,
,NULL,1959,NULL,NULL,NULL,NULL,8,20180929051836,NULL,NULL,NULL,NULL,2,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,200,
,NULL,1960,NULL,NULL,NULL,NULL,8,20180929051852,NULL,NULL,NULL,NULL,3,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,300,
,NULL,1961,NULL,NULL,NULL,NULL,8,20180929051905,NULL,NULL,NULL,NULL,4,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,150,
,NULL,1962,NULL,NULL,NULL,NULL,2,20180929051913,NULL,NULL,NULL,NULL,5,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,60,
,NULL,1963,NULL,NULL,NULL,NULL,8,20180929051921,NULL,NULL,NULL,NULL,6,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,1500,
,NULL,1964,NULL,NULL,NULL,NULL,8,20180929051928,NULL,NULL,NULL,NULL,7,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,75,
,NULL,1965,NULL,NULL,NULL,NULL,8,20180929051955,NULL,NULL,NULL,NULL,8,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,38,
,NULL,1966,NULL,NULL,NULL,NULL,8,20180929052147,NULL,NULL,NULL,NULL,9,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,80,
,NULL,1967,NULL,NULL,NULL,NULL,8,20180929052200,NULL,NULL,NULL,NULL,10,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,250,
,NULL,1968,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929052210,submitted,NULL,2797467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,66.23.202.66,1969,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1970,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1971,NULL,NULL,NULL,NULL,2,20180929051902,NULL,NULL,NULL,NULL,1,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,60,
,NULL,1972,NULL,NULL,NULL,NULL,8,20180929051921,NULL,NULL,NULL,NULL,2,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,75,
,NULL,1973,NULL,NULL,NULL,NULL,8,20180929051930,NULL,NULL,NULL,NULL,3,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,120,
,NULL,1974,NULL,NULL,NULL,NULL,2,20180929052011,NULL,NULL,NULL,NULL,4,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,35,
,NULL,1975,NULL,NULL,NULL,NULL,2,20180929052057,NULL,NULL,NULL,NULL,5,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,12.5,
,NULL,1976,NULL,NULL,NULL,NULL,8,20180929052116,NULL,NULL,NULL,NULL,6,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,180,
,NULL,1977,NULL,NULL,NULL,NULL,8,20180929052125,NULL,NULL,NULL,NULL,7,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,40,
,NULL,1978,NULL,NULL,NULL,NULL,2,20180929052131,NULL,NULL,NULL,NULL,8,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,15,
,NULL,1979,NULL,NULL,NULL,NULL,8,20180929052145,NULL,NULL,NULL,NULL,9,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,48,
,NULL,1980,NULL,NULL,NULL,NULL,8,20180929052158,NULL,NULL,NULL,NULL,10,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,5.6,
,NULL,1981,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929052213,submitted,NULL,2849439,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,209.169.111.88,1982,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1983,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1984,NULL,NULL,NULL,NULL,8,20180929051716,NULL,NULL,NULL,NULL,1,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,120,
,NULL,1985,NULL,NULL,NULL,NULL,8,20180929051727,NULL,NULL,NULL,NULL,2,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,535,
,NULL,1986,NULL,NULL,NULL,NULL,8,20180929051739,NULL,NULL,NULL,NULL,3,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,20,
,NULL,1987,NULL,NULL,NULL,NULL,8,20180929051757,NULL,NULL,NULL,NULL,4,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,0.3,
,NULL,1988,NULL,NULL,NULL,NULL,8,20180929051808,NULL,NULL,NULL,NULL,5,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,175,
,NULL,1989,NULL,NULL,NULL,NULL,8,20180929051917,NULL,NULL,NULL,NULL,6,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0.4,
,NULL,1990,NULL,NULL,NULL,NULL,8,20180929051927,NULL,NULL,NULL,NULL,7,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,205,
,NULL,1991,NULL,NULL,NULL,NULL,8,20180929051937,NULL,NULL,NULL,NULL,8,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,0.5,
,NULL,1992,NULL,NULL,NULL,NULL,2,20180929052118,NULL,NULL,NULL,NULL,9,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0.35,
,NULL,1993,NULL,NULL,NULL,NULL,2,20180929052127,NULL,NULL,NULL,NULL,10,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,85,
,NULL,1994,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929052213,submitted,NULL,3736273,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,76.168.72.51,1995,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1996,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,1997,NULL,NULL,NULL,NULL,8,20180929051746,NULL,NULL,NULL,NULL,1,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,187,
,NULL,1998,NULL,NULL,NULL,NULL,8,20180929051800,NULL,NULL,NULL,NULL,2,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,2.5,
,NULL,1999,NULL,NULL,NULL,NULL,8,20180929051834,NULL,NULL,NULL,NULL,3,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,3.7,
,NULL,2000,NULL,NULL,NULL,NULL,2,20180929051856,NULL,NULL,NULL,NULL,4,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,195,
,NULL,2001,NULL,NULL,NULL,NULL,2,20180929051922,NULL,NULL,NULL,NULL,5,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,588,
,NULL,2002,NULL,NULL,NULL,NULL,8,20180929051937,NULL,NULL,NULL,NULL,6,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,338,
,NULL,2003,NULL,NULL,NULL,NULL,8,20180929051949,NULL,NULL,NULL,NULL,7,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4.6,
,NULL,2004,NULL,NULL,NULL,NULL,2,20180929052003,NULL,NULL,NULL,NULL,8,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,44,
,NULL,2005,NULL,NULL,NULL,NULL,2,20180929052156,NULL,NULL,NULL,NULL,9,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2,
,NULL,2006,NULL,NULL,NULL,NULL,8,20180929052206,NULL,NULL,NULL,NULL,10,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,155,
,NULL,2007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929052217,submitted,NULL,6815335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,192.3.231.20,2008,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,2009,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,2010,NULL,NULL,NULL,NULL,2,20180929051723,NULL,NULL,NULL,NULL,1,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,2.5,
,NULL,2011,NULL,NULL,NULL,NULL,8,20180929051741,NULL,NULL,NULL,NULL,2,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,470,
,NULL,2012,NULL,NULL,NULL,NULL,8,20180929051944,NULL,NULL,NULL,NULL,3,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,1500,
,NULL,2013,NULL,NULL,NULL,NULL,2,20180929051953,NULL,NULL,NULL,NULL,4,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,3,
,NULL,2014,NULL,NULL,NULL,NULL,2,20180929052003,NULL,NULL,NULL,NULL,5,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,214,
,NULL,2015,NULL,NULL,NULL,NULL,8,20180929052030,NULL,NULL,NULL,NULL,6,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,280,
,NULL,2016,NULL,NULL,NULL,NULL,8,20180929052040,NULL,NULL,NULL,NULL,7,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,180,
,NULL,2017,NULL,NULL,NULL,NULL,8,20180929052047,NULL,NULL,NULL,NULL,8,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,45,
,NULL,2018,NULL,NULL,NULL,NULL,8,20180929052157,NULL,NULL,NULL,NULL,9,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,5,
,NULL,2019,NULL,NULL,NULL,NULL,2,20180929052206,NULL,NULL,NULL,NULL,10,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,
,NULL,2020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20180929052217,submitted,NULL,2892480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,70.176.75.235,2021,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8905564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,2022,NULL,popularity_randomized,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8905564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
,NULL,2023,NULL,NULL,NULL,NULL,2,20180929051751,NULL,NULL,NULL,NULL,1,8905564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,141,
,NULL,2024,NULL,NULL,NULL,NULL,8,20180929051830,NULL,NULL,NULL,NULL,2,8905564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,269,
,NULL,2025,NULL,NULL,NULL,NULL,8,20180929051842,NULL,NULL,NULL,NULL,3,8905564,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,8,
