ipaddress,assignment_id,experiment_id,visibility,hit_id,worker_id,NumAns,TimeStarted,AnswerChosen,AnswerOrder,end_time,status,QNum,survey_code,Score,nb,all_nb,all_nt,nt,TimeInArray_0,TimeOutArray_0,TimeInArray_1,TimeOutArray_1,TimeInArray_2,TimeOutArray_2,TimeInArray_3,TimeOutArray_3,TimeInArray_4,TimeOurArray_4,TimeInArray_5,TimeOutArray_5,TimeInArray_6,TimeOutArray_6,TimeInArray_7,TimeOutArray_7,survey_codes,TimeInArray8,TimeOutArray8,TimeOutArray4,TimeOutArray_4,RandQ,Guess,GuessAnswers,
,93459,,random,,,,,,,,,,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93460,,,,,2,20190829063514,,,,,1,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2359,1,
,93461,,,,,2,20190829063600,,,,,2,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,1,
,93462,,,,,2,20190829063614,,,,,3,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,9,35986,1,
,93463,,,,,2,20190829063626,,,,,4,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,3,73,1,
,93464,,,,,2,20190829063632,,,,,5,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,4,62,1,
,93465,,,,,2,20190829063641,,,,,6,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7598,1,
,93466,,,,,2,20190829063653,,,,,7,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1975,1,
,93467,,,,,2,20190829063714,,,,,8,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93,1,
,93468,,,,,2,20190829063728,,,,,9,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3869,1,
,93469,,,,,2,20190829063736,,,,,10,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,5,36,1,
,93470,,,,,,,,,20190829063744,submitted,,4416944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.208.81.91,93471,,random,,,,,,,,,,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93472,,random,,,,,,,,,,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93473,,,,,2,20190829063616,,,,,1,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.67,1,
,93474,,,,,2,20190829063734,,,,,2,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1001,1,
,93475,,,,,2,20190829063832,,,,,3,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2700,1,
,93476,,,,,2,20190829063850,,,,,4,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,10,489,1,
,93477,,,,,2,20190829063901,,,,,5,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,6,556,1,
,93478,,,,,2,20190829063913,,,,,6,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.25,1,
,93479,,,,,2,20190829063928,,,,,7,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.64,1,
,93480,,,,,2,20190829063937,,,,,8,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,1,
,93481,,,,,2,20190829064056,,,,,9,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87,1,
,93482,,,,,2,20190829064108,,,,,10,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,7,489,1,
,93483,,,,,,,,,20190829064117,submitted,,1097724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.50.223.255,93484,,random,,,,,,,,,,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93485,,random,,,,,,,,,,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93486,,,,,2,20190829063333,,,,,1,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,7,55,1,
,93487,,,,,2,20190829063415,,,,,2,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8.2,1,
,93488,,,,,2,20190829063618,,,,,3,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,5,32,1,
,93489,,,,,2,20190829063933,,,,,4,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8.2,1,
,93490,,,,,2,20190829064120,,,,,5,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.5,1,
,93491,,,,,2,20190829064139,,,,,6,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6.4,1,
,93492,,,,,2,20190829064200,,,,,7,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,6,100,1,
,93493,,,,,2,20190829064305,,,,,8,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,9,108,1,
,93494,,,,,2,20190829064344,,,,,9,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,10,50,1,
,93495,,,,,2,20190829064356,,,,,10,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,8,50,1,
,93496,,,,,,,,,20190829064405,submitted,,7527596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.58.116.178,93497,,random,,,,,,,,,,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93498,,random,,,,,,,,,,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93499,,,,,2,20190829064433,,,,,1,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.3,1,
,93500,,,,,2,20190829064513,,,,,2,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.9,1,
,93501,,,,,2,20190829064538,,,,,3,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,1,
,93502,,,,,2,20190829064602,,,,,4,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,9,150,1,
,93503,,,,,2,20190829064608,,,,,5,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,7,50,1,
,93504,,,,,2,20190829064616,,,,,6,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,6,80,1,
,93505,,,,,2,20190829064627,,,,,7,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,10,40,1,
,93506,,,,,2,20190829064635,,,,,8,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3.1,1,
,93507,,,,,2,20190829064648,,,,,9,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,8,150,1,
,93508,,,,,2,20190829064654,,,,,10,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.1,1,
,93509,,,,,,,,,20190829064703,submitted,,734361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.106.32.104,93510,,random,,,,,,,,,,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93511,,random,,,,,,,,,,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93512,,,,,2,20190829064757,,,,,1,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,5,43,1,
,93513,,,,,2,20190829064948,,,,,2,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,9,385,1,
,93514,,,,,2,20190829064959,,,,,3,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.15,1,
,93515,,,,,2,20190829065017,,,,,4,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,1,385,1,
,93516,,,,,2,20190829065024,,,,,5,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1.8,1,
,93517,,,,,2,20190829065039,,,,,6,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,10,85,1,
,93518,,,,,2,20190829065101,,,,,7,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1.4,1,
,93519,,,,,2,20190829065108,,,,,8,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,8,252,1,
,93520,,,,,2,20190829065114,,,,,9,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,7,145,1,
,93521,,,,,2,20190829065121,,,,,10,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,6,225,1,
,93522,,,,,,,,,20190829065128,submitted,,8304798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.83.139.17,93523,,random,,,,,,,,,,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93524,,random,,,,,,,,,,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93525,,,,,2,20190829070009,,,,,1,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,7,300,1,
,93526,,,,,2,20190829070025,,,,,2,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28,1,
,93527,,,,,2,20190829070057,,,,,3,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,
,93528,,,,,2,20190829070141,,,,,4,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,
,93529,,,,,2,20190829070159,,,,,5,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2500,1,
,93530,,,,,2,20190829070212,,,,,6,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,6,500,1,
,93531,,,,,2,20190829070221,,,,,7,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,
,93532,,,,,2,20190829070235,,,,,8,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,10,250,1,
,93533,,,,,2,20190829070242,,,,,9,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.5,1,
,93534,,,,,2,20190829070307,,,,,10,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,8,400,1,
,93535,,,,,,,,,20190829070342,submitted,,5552675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.205.79.24,93536,,random,,,,,,,,,,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93537,,random,,,,,,,,,,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93538,,,,,2,20190829070139,,,,,1,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,7,150,1,
,93539,,,,,2,20190829070151,,,,,2,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,
,93540,,,,,2,20190829070213,,,,,3,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,
,93541,,,,,2,20190829070223,,,,,4,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,8,200,1,
,93542,,,,,2,20190829070236,,,,,5,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,10,250,1,
,93543,,,,,2,20190829070243,,,,,6,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,9,500,1,
,93544,,,,,2,20190829070254,,,,,7,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,
,93545,,,,,2,20190829070304,,,,,8,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,1,
,93546,,,,,2,20190829070344,,,,,9,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,6,75,1,
,93547,,,,,2,20190829070354,,,,,10,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,5,37,1,
,93548,,,,,,,,,20190829070516,submitted,,2767439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.49.184.229,93549,,random,,,,,,,,,,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93550,,random,,,,,,,,,,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93551,,,,,2,20190829070502,,,,,1,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1,
,93552,,,,,2,20190829070528,,,,,2,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,
,93553,,,,,2,20190829070532,,,,,3,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,1,
,93554,,,,,2,20190829070535,,,,,4,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,1,
,93555,,,,,2,20190829070539,,,,,5,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,1,
,93556,,,,,2,20190829070542,,,,,6,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,1,
,93557,,,,,2,20190829070545,,,,,7,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,
,93558,,,,,2,20190829070548,,,,,8,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,
,93559,,,,,2,20190829070552,,,,,9,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,
,93560,,,,,2,20190829070555,,,,,10,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,
,93561,,,,,,,,,20190829070558,submitted,,4345651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.245.61.179,93562,,random,,,,,,,,,,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93563,,random,,,,,,,,,,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93564,,,,,2,20190829070403,,,,,1,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,
,93565,,,,,2,20190829070404,,,,,2,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,1,
,93566,,,,,2,20190829070513,,,,,3,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,
,93567,,,,,2,20190829070515,,,,,4,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3758,1,
,93568,,,,,2,20190829070538,,,,,5,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,
,93569,,,,,2,20190829070539,,,,,6,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,1,
,93570,,,,,2,20190829070626,,,,,7,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,
,93571,,,,,2,20190829070627,,,,,8,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1527,1,
,93572,,,,,2,20190829070649,,,,,9,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,1,
,93573,,,,,2,20190829070650,,,,,10,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,5,516,1,
,93574,,,,,,,,,20190829070725,submitted,,7828991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.49.185.177,93575,,random,,,,,,,,,,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93576,,random,,,,,,,,,,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93577,,,,,2,20190829070707,,,,,1,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,1,
,93578,,,,,2,20190829070711,,,,,2,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,1,
,93579,,,,,2,20190829070713,,,,,3,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,1,
,93580,,,,,2,20190829070715,,,,,4,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,
,93581,,,,,2,20190829070715,,,,,5,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,
,93582,,,,,2,20190829070717,,,,,6,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,
,93583,,,,,2,20190829070719,,,,,7,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,1,
,93584,,,,,2,20190829070722,,,,,8,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,1,
,93585,,,,,2,20190829070724,,,,,9,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,1,
,93586,,,,,2,20190829070726,,,,,10,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,1,
,93587,,,,,,,,,20190829070728,submitted,,1616385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.50.43.144,93588,,random,,,,,,,,,,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93589,,random,,,,,,,,,,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93590,,,,,2,20190829070431,,,,,1,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,6,400,1,
,93591,,,,,2,20190829070455,,,,,2,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3000,1,
,93592,,,,,2,20190829070511,,,,,3,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1000,1,
,93593,,,,,2,20190829070526,,,,,4,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,
,93594,,,,,2,20190829070611,,,,,5,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5000,1,
,93595,,,,,2,20190829070620,,,,,6,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,
,93596,,,,,2,20190829070652,,,,,7,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,
,93597,,,,,2,20190829070716,,,,,8,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,
,93598,,,,,2,20190829070729,,,,,9,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,1,
,93599,,,,,2,20190829070750,,,,,10,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,8,130,1,
,93600,,,,,,,,,20190829070806,submitted,,1330916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.242.38.121,93601,,random,,,,,,,,,,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93602,,random,,,,,,,,,,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93603,,,,,2,20190829070027,,,,,1,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,7,125,1,
,93604,,,,,2,20190829070055,,,,,2,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1265,1,
,93605,,,,,2,20190829070117,,,,,3,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.25,1,
,93606,,,,,2,20190829070205,,,,,4,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,10,395,1,
,93607,,,,,2,20190829070217,,,,,5,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,8,865,1,
,93608,,,,,2,20190829070341,,,,,6,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.35,1,
,93609,,,,,2,20190829070354,,,,,7,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.45,1,
,93610,,,,,2,20190829070404,,,,,8,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,5,32,1,
,93611,,,,,2,20190829070805,,,,,9,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0.5,1,
,93612,,,,,2,20190829070817,,,,,10,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,6,267,1,
,93613,,,,,,,,,20190829070838,submitted,,573561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.49.185.208,93614,,random,,,,,,,,,,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93615,,random,,,,,,,,,,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93616,,,,,2,20190829071040,,,,,1,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,
,93617,,,,,2,20190829071045,,,,,2,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,
,93618,,,,,2,20190829071049,,,,,3,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,
,93619,,,,,2,20190829071052,,,,,4,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,
,93620,,,,,2,20190829071055,,,,,5,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,1,
,93621,,,,,2,20190829071105,,,,,6,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,1,
,93622,,,,,2,20190829071108,,,,,7,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,1,
,93623,,,,,2,20190829071111,,,,,8,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,1,
,93624,,,,,2,20190829071114,,,,,9,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,1,
,93625,,,,,2,20190829071118,,,,,10,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,1,
,93626,,,,,,,,,20190829071122,submitted,,9875557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.46.116.173,93627,,random,,,,,,,,,,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93628,,random,,,,,,,,,,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93629,,,,,2,20190829070905,,,,,1,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,10,300,1,
,93630,,,,,2,20190829070926,,,,,2,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,6,200,1,
,93631,,,,,2,20190829070942,,,,,3,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,8,300,1,
,93632,,,,,2,20190829070956,,,,,4,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,1,
,93633,,,,,2,20190829071023,,,,,5,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,1,
,93634,,,,,2,20190829071035,,,,,6,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,9,700,1,
,93635,,,,,2,20190829071044,,,,,7,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,5,48,1,
,93636,,,,,2,20190829071154,,,,,8,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,1,
,93637,,,,,2,20190829071205,,,,,9,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,3,60,1,
,93638,,,,,2,20190829071212,,,,,10,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,7,160,1,
,93639,,,,,,,,,20190829071221,submitted,,6210498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.221.217.219,93640,,random,,,,,,,,,,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93641,,random,,,,,,,,,,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93642,,,,,2,20190829070931,,,,,1,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,5,40,1,
,93643,,,,,2,20190829070952,,,,,2,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,2,85,1,
,93644,,,,,2,20190829071052,,,,,3,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,6,120,1,
,93645,,,,,2,20190829071104,,,,,4,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,9,700,1,
,93646,,,,,2,20190829071114,,,,,5,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,10,130,1,
,93647,,,,,2,20190829071125,,,,,6,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,3,100,1,
,93648,,,,,2,20190829071139,,,,,7,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,4,85,1,
,93649,,,,,2,20190829071150,,,,,8,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,1,86,1,
,93650,,,,,2,20190829071158,,,,,9,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,8,300,1,
,93651,,,,,2,20190829071216,,,,,10,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,7,170,1,
,93652,,,,,,,,,20190829071230,submitted,,3564655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.58.65.146,93653,,random,,,,,,,,,,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93654,,random,,,,,,,,,,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93655,,,,,2,20190829071106,,,,,1,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,
,93656,,,,,2,20190829071128,,,,,2,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,10,250,1,
,93657,,,,,2,20190829071139,,,,,3,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1500,1,
,93658,,,,,2,20190829071146,,,,,4,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,6,160,1,
,93659,,,,,2,20190829071153,,,,,5,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,
,93660,,,,,2,20190829071200,,,,,6,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,
,93661,,,,,2,20190829071205,,,,,7,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,8,700,1,
,93662,,,,,2,20190829071214,,,,,8,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,7,600,1,
,93663,,,,,2,20190829071222,,,,,9,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,
,93664,,,,,2,20190829071228,,,,,10,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,1,
,93665,,,,,,,,,20190829071233,submitted,,2241810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.97.46.14,93666,,random,,,,,,,,,,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93667,,random,,,,,,,,,,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93668,,,,,2,20190829070326,,,,,1,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,6,350,1,
,93669,,,,,2,20190829070544,,,,,2,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,
,93670,,,,,2,20190829070902,,,,,3,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,
,93671,,,,,2,20190829070914,,,,,4,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,8,500,1,
,93672,,,,,2,20190829070936,,,,,5,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,10,600,1,
,93673,,,,,2,20190829070947,,,,,6,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,
,93674,,,,,2,20190829070958,,,,,7,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,7,300,1,
,93675,,,,,2,20190829071017,,,,,8,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,5,46,1,
,93676,,,,,2,20190829071158,,,,,9,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1,
,93677,,,,,2,20190829071243,,,,,10,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1000,1,
,93678,,,,,,,,,20190829071253,submitted,,2914819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.46.74.141,93679,,random,,,,,,,,,,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93680,,random,,,,,,,,,,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93681,,,,,2,20190829070218,,,,,1,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,10,100,1,
,93682,,,,,2,20190829070324,,,,,2,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,7,85,1,
,93683,,,,,2,20190829070335,,,,,3,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,
,93684,,,,,2,20190829071248,,,,,4,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,9,200,1,
,93685,,,,,2,20190829071312,,,,,5,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,5,75,1,
,93686,,,,,2,20190829071326,,,,,6,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,8,80,1,
,93687,,,,,2,20190829071333,,,,,7,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,
,93688,,,,,2,20190829071339,,,,,8,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,1,
,93689,,,,,2,20190829071347,,,,,9,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,
,93690,,,,,2,20190829071355,,,,,10,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,
,93691,,,,,,,,,20190829071402,submitted,,626623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220.158.140.61,93692,,random,,,,,,,,,,7738135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,93693,,random,,,,,,,,,,7738135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
